t,x_ref,x_meas,pitch_deg
15.53,5.99833165898638,5.99866978253932,1.21338083314215
15.532,5.99836165898638,5.99867065199058,1.19970693703786
15.534,5.99839165898638,5.99867197541542,1.18490595354498
15.536,5.99842165898638,5.99867382766114,1.16859351874989
15.538,5.99845165898638,5.99867604943866,1.15100799347463
15.54,5.99848165898638,5.9986786077332,1.13207275743612
15.542,5.99851165898638,5.99868146949851,1.11171291315027
15.544,5.99854165898638,5.99868460207041,1.08985669206424
15.546,5.99857165898638,5.99868802168683,1.06604494204585
15.548,5.99860165898638,5.9986916520521,1.04050975329267
15.55,5.99863165898638,5.99869546548982,1.01335551682355
15.552,5.99866165898638,5.99869945503227,0.984609230873681
15.554,5.99869165898638,5.99870361977326,0.95432018608248
15.556,5.99872165898638,5.99870799875414,0.922360183829696
15.558,5.99875165898638,5.99871262105784,0.888946171785355
15.56,5.99878165898638,5.99871749025293,0.854454956093311
15.562,5.99881165898638,5.99872264116394,0.819065994998074
15.564,5.99884165898638,5.99872811224262,0.782971987056916
15.566,5.99887165898638,5.99873397750484,0.746365534504825
15.568,5.99890165898639,5.99874037313874,0.709553753505101
15.57,5.99893165898639,5.99874725777668,0.6728582754742
15.572,5.99896065898639,5.99875467099169,0.636477967666146
15.574,5.99898965898639,5.99876264832802,0.60059781097651
15.576,5.99901865898639,5.99877122090783,0.565387513209711
15.578,5.99904765898639,5.99878060345458,0.531292568524242
15.58,5.99907665898639,5.99879062852355,0.498197000459323
15.582,5.99910365898639,5.99880128550341,0.466136834021861
15.584,5.99913065898639,5.99881256222956,0.435130558590832
15.586,5.99915765898639,5.99882443949157,0.405171856408664
15.588,5.99918465898639,5.99883699852573,0.376416734676271
15.59,5.99921165898639,5.99885011007367,0.348624119693194
15.592,5.99923565898639,5.99886367387698,0.321592693660172
15.594,5.99925965898639,5.99887763906291,0.295203109678135
15.596,5.99928365898639,5.99889195230362,0.269326991717552
15.598,5.99930765898639,5.99890658403159,0.2438471769784
15.6,5.99933165898639,5.99892145217714,0.218542714134074
15.602,5.99935165898639,5.99893645253355,0.193217305607352
15.604,5.99937165898639,5.99895153324853,0.167745341302281
15.606,5.99939165898639,5.99896664522151,0.142010572281814
15.608,5.99941165898639,5.99898173905382,0.115884844495575
15.61,5.99943165898639,5.99899674108759,0.0891427701882985
15.612,5.99944665898639,5.99901162854626,0.0618407254327774
15.614,5.99946165898639,5.99902637919529,0.0339554220501163
15.616,5.99947665898639,5.99904097557794,0.00548024756253626
15.618,5.99949165898639,5.99905540495384,-0.0235749358848057
15.62,5.99950665898639,5.99906961299456,-0.0533034630962495
15.622,5.99951565898639,5.99908364042222,-0.0834992970154758
15.624,5.9995246589864,5.99909749877685,-0.11407003346882
15.626,5.9995336589864,5.9991111938131,-0.144940156414478
15.628,5.9995426589864,5.99912472988172,-0.17603165670067
15.63,5.9995516589864,5.99913806946768,-0.207269949387025
